ID;Название;Предмет;Классы;Класс от;Класс до;Формат;Тип участия;Рейтинг;Статус;Статус исходный;Календарь;Календарь статус;Календарь исходный;Расписание обновлено;Источник календаря;Уровень олимпиады;Профиль уровня;Статус уровня;Источник уровня;Дата проверки;Организатор;Контакты;Документы;Описание;Особенности;Источник;URL
157;Олимпиада «Высшая проба» по востоковедению;История;9–11 классы;9.0;11.0;Очно-заочная;Личная;7.7;Регистрация завершена;Регистрация открыта до 22 сентября;"Регистрация: До 22 сен
Первый тур отборочного этапа: 26 сен";Опубликован;"Регистрация
До 22 сен
Первый тур отборочного этапа
26 сен";Обновлено 7 сентября;https://olimpiada.ru/activity/157;II;востоковедение;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Национальный исследовательский университет Высшая школа экономики; →";"olymp.hse.ru/...; olymp@hse.ru";"Положение и регламент; →";Олимпиада по востоковедению проводится с 2012 года для учеников 9-11 классов. .. К участию в соревновании приглашаются старшеклассники, которых интересует история, экономика, литература, языки, искусство, религия, философия и этнография стран и народов Востока. Выполнение олимпиадных заданий не требует знания восточных языков.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада «Высшая проба»;https://olimpiada.ru/activity/157
147;Олимпиада «Высшая проба» по истории;История;7–11 классы;7.0;11.0;Очно-заочная;Личная;9.2;Регистрация завершена;Регистрация открыта до 22 сентября;"Регистрация: До 22 сен
Дополнительная дата: Первый тур отборочного этапа: 1 день
Дополнительная дата: 29 сен
Дополнительная дата: Первый тур отборочного этапа: 2 день
Дополнительная дата: 3 окт";Частично опубликован;"Регистрация
До 22 сен
Первый тур отборочного этапа: 1 день
29 сен
Первый тур отборочного этапа: 2 день
3 окт";Обновлено 7 сентября;https://olimpiada.ru/activity/147;I;история;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Национальный исследовательский университет Высшая школа экономики; →";"olymp.hse.ru/...; olymp@hse.ru";"Положение и регламент; →";Высшая школа экономики c 2010 года проводит олимпиады по истории. На них ежегодно собирается большое число участников из разных регионов России, стран СНГ и Балтии. .. Почти все задания олимпиады связаны с анализом исторических источников: нужно прочитать текст, понять, когда, кем и зачем он написан. Обращайте внимание на формулировку вопроса. Ошибка в том, о чем не спрашивали, – самая обидная. Чтобы победить в этой олимпиаде, нужно хорошо представлять себе историю искусства, знать классические литературные тексты, иметь базовое представление об этапах развития науки и техники.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада «Высшая проба»;https://olimpiada.ru/activity/147
5819;Олимпиада «Высшая проба» по международным отношениям;История;9–11 классы;9.0;11.0;Очно-заочная;Личная;7.7;Регистрация завершена;Регистрация открыта до 22 сентября;"Регистрация: До 22 сен
Первый тур отборочного этапа: 4 окт";Опубликован;"Регистрация
До 22 сен
Первый тур отборочного этапа
4 окт";Обновлено 7 сентября;https://olimpiada.ru/activity/5819;II;международные отношения;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Национальный исследовательский университет Высшая школа экономики; →";"olymp.hse.ru/...; olymp@hse.ru";"Положение и регламент; →";Олимпиада по международным отношениям проводится Высшей школой экономики с 2022/23 учебного года. Попробовать свои силы приглашают учеников 9-11 классов, увлеченных современными международными отношениями, дипломатией, всемирной историей, политологией, страноведением и глобальными проблемами. .. Олимпиада состоит из тестовых и творческих заданий, предполагающих знание на профильном уровне отечественной и всемирной истории, а также связанных с глобальными процессами разделами курсов обществознания и основ мировой политики. Состязание включает два этапа: отборочный и заключительный.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада «Высшая проба»;https://olimpiada.ru/activity/5819
5418;Олимпиада «Миссия выполнима. Твое призвание - финансист!» по истории;История;8–11 классы;8.0;11.0;Очно-заочная;Личная;7.8;Текущий статус не указан;Регистрация на отборочный этап открыта до 30 ноября;"Регистрация на отборочный этап: До 30 ноя
Отборочный этап: 1—2 дек";Опубликован;"Регистрация на отборочный этап
До 30 ноя
Отборочный этап
1—2 дек";Обновлено 14 сентября;https://olimpiada.ru/activity/5418;III;история;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Финансовый университет при Правительстве РФ; →";"mission.fa.ru; olymp@fa.ru";;;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада «Миссия выполнима. Твое призвание – финансист!»;https://olimpiada.ru/activity/5418
5031;Олимпиада «Наше наследие»;История;1–11 классы;1.0;11.0;Очная;Личная;9.8;Этап указан;Финал для 3-4 классов;"Дополнительная дата: Школьный тур для 7-11 классов
Дополнительная дата: 1—19 сен
Дополнительная дата: Муниципальный тур для 7-11 классов
Дополнительная дата: До 22 сен
Дополнительная дата: Региональный тур для 7-11 классов
Дополнительная дата: 3 окт
Дополнительная дата: Школьный тур для 3-6 классов
Дополнительная дата: До 23 окт
Дополнительная дата: Муниципальный тур для 3-6 классов
Дополнительная дата: 23—24 окт
Школьный тур для 1 класса: 10 ноя—22 янв
Дополнительная дата: Региональный тур для 3-6 классов
Дополнительная дата: 14 ноя
Школьный тур для 2 класса: До 4 дек
Муниципальный тур для 2 класса: 4—5 дек
Муниципальный тур для 1 класса: 22—23 янв
Дополнительная дата: Финал для 3-4 классов
Дополнительная дата: 28—31 янв
Региональный тур для 2 класса: 13 фев
Дополнительная дата: Финал для 5-6 классов
Дополнительная дата: 5—8 мар
Региональный тур для 1 класса: 20 мар
Финал для 2 класса: 2—4 апр
Финал для 1 класса: 8—9 мая";Частично опубликован;"Школьный тур для 7-11 классов
1—19 сен
Муниципальный тур для 7-11 классов
До 22 сен
Региональный тур для 7-11 классов
3 окт
Школьный тур для 3-6 классов
До 23 окт
Муниципальный тур для 3-6 классов
23—24 окт
Школьный тур для 1 класса
10 ноя—22 янв
Региональный тур для 3-6 классов
14 ноя
Школьный тур для 2 класса
До 4 дек
Муниципальный тур для 2 класса
4—5 дек
Муниципальный тур для 1 класса
22—23 янв
Финал для 3-4 классов
28—31 янв
Региональный тур для 2 класса
13 фев
Финал для 5-6 классов
5—8 мар
Региональный тур для 1 класса
20 мар
Финал для 2 класса
2—4 апр
Финал для 1 класса
8—9 мая";Обновлено 25 июня;https://olimpiada.ru/activity/5031;—;;Точное соответствие проекту РСОШ 2026/27 не найдено;https://rsr-olymp.ru/news/123;24.09.2026;"Православный Свято-Тихоновский гуманитарный университет; →";"ovio.pravolimp.ru; ovio@pravolimp.ru";;Олимпиада проводится среди учащихся всех классов в 4 тура, организуются также различные дополнительные конкурсы. Попробовать свои силы будет интересно тем, кто увлекается отечественной историей и культурой;Личная | Участник самостоятельно выполняет задания | Очная | Для участия нужно прийти в заранее известное место проведения;Каталог /activities;https://olimpiada.ru/activity/5031
5049;Олимпиада «Океан знаний» по истории;История;10–11 классы;10.0;11.0;Очно-заочная;Личная;7.7;Расписание не опубликовано;Расписание следующей олимпиады ожидается в сентябре 2026 года;Публикация расписания: ожидается в сентябре 2026 года;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/5049;—;;Точное соответствие проекту РСОШ 2026/27 не найдено;https://rsr-olymp.ru/news/123;24.09.2026;"ФГАОУ ВПО Дальневосточный федеральный университет (ДВФУ); →";"dvfu.ru/...; ocean@dvfu.ru";;;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада «Океан знаний»;https://olimpiada.ru/activity/5049
164;Олимпиада «Покори Воробьевы горы!» по истории;История;5–11 классы;5.0;11.0;Очно-заочная;Личная;8.6;Следующий цикл ожидается;Следующее соревнование начнется в декабре;Следующее соревнование: Следующее соревнование начнется в декабре;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/164;I;история;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Газета Московский комсомолец; →; Московский государственный университет имени М. В. Ломоносова";"pvg.mk.ru; konkurs@mk.ru";"Положение; →; Регламент";МГУ имени М. В. Ломоносова и издательский дом «Московский Комсомолец» проводят олимпиаду «Покори Воробьевы горы!» по истории для школьников 5-11 классов. .. Олимпиада проходит в два этапа. Задания отборочного этапа размещаются в личных кабинетах участников, выполнять их можно дистанционно. Заключительный этап проводится очно в МГУ имени М. В. Ломоносова и на региональных площадках. На него приглашаются победители и призеры первого этапа. Участники олимпиады должны понимать исторические процессы и уметь их объяснять.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада «Покори Воробьевы горы!»;https://olimpiada.ru/activity/164
436;Олимпиада «Юные таланты» по истории;История;8–11 классы;8.0;11.0;Очно-заочная;Личная;7.2;Расписание не опубликовано;Расписание олимпиады в этом году пока не известно;Не опубликовано;Не опубликован;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/436;—;;Этот профиль не найден в проекте РСОШ 2026/27;https://rsr-olymp.ru/news/123;24.09.2026;Федеральное бюджетное государственное образовательное учреждение высшего профессионального образования Пермский государственный национальный исследовательский университет;"olymp.psu.ru/...; olymphis.psu@gmail.com";"Положение; →";;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Многопредметная олимпиада «Юные таланты»;https://olimpiada.ru/activity/436
5285;Олимпиада РАНХиГС по истории;История;8–11 классы;8.0;11.0;Очно-заочная;Личная;8.5;Регистрация открыта;Отборочный этап стартует 20 октября. Регистрация открыта;"Отборочный этап: 20 окт—18 ноя
Регистрация: До 18 ноя";Опубликован;"Отборочный этап
20 окт—18 ноя
Регистрация
До 18 ноя";Обновлено 10 сентября;https://olimpiada.ru/activity/5285;II;история;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Российская академия народного хозяйства и государственной службы при президенте РФ; →";"ranepa.ru/...; olymp@ranepa.ru";"Положение; →";Олимпиада по истории проходит для учеников 8-9 и 10-11 классов. Состязание включает два этапа: отборочный и заключительный. .. Отборочный этап проводится в заочном формате. Заключительный этап проходит очно в филиалах РАНХиГС в Москве и регионах России. По итогам соревнования определяют победителей и призеров.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада РАНХиГС;https://olimpiada.ru/activity/5285
392;Олимпиада РГГУ для школьников по истории;История;9–11 классы;9.0;11.0;Очно-заочная;Личная;8.3;Этап запланирован;Регистрация на отборочный этап начнется 1 декабря 2026 года;"Регистрация на отборочный этап: 1 дек—11 янв
Отборочный этап: 13—27 янв
Заключительный этап: 21—22 фев";Опубликован;"Регистрация на отборочный этап
1 дек—11 янв
Отборочный этап
13—27 янв
Заключительный этап
21—22 фев";Обновлено 18 мая;https://olimpiada.ru/activity/392;II;история;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Российский государственный гуманитарный университет; →";"rsuh.ru/...; olympiada@rggu.ru";"Положение; →; Регламент";;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада РГГУ для школьников;https://olimpiada.ru/activity/392
353;Олимпиада школьников «Ломоносов» по истории;История;5–11 классы;5.0;11.0;Очно-заочная;Личная;8.4;Расписание не опубликовано;Расписание следующей олимпиады ожидается в октябре 2026 года;Публикация расписания: ожидается в октябре 2026 года;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/353;I;история;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Московский государственный университет имени М. В. Ломоносова; →; Исторический факультет МГУ";"olymp.msu.ru; lomonosov.hist.2016@yandex.ru";"Положение; →; Регламент; Положение об апелляциях";Олимпиада впервые прошла в 2005 году на историческом факультете. Сейчас в ней участвуют ученики 5-11 классов, интересующиеся историей. .. Состязание включает отборочный и заключительный этапы. Первый, отборочный, проводится заочно. Финал проходит в очном формате или дистанционно. Методическая комиссия олимпиады разрабатывает отдельные комплекты заданий для учащихся двух возрастных параллелей: 10-11 и 5-9 классов. Учитываются как возрастные особенности участников, так и специфика школьной программы.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада школьников «Ломоносов»;https://olimpiada.ru/activity/353
341;Олимпиада школьников «Ломоносов» по международным отношениям и глобалистике;История;5–11 классы;5.0;11.0;Очно-заочная;Личная;8.2;Расписание не опубликовано;Расписание следующей олимпиады ожидается в октябре 2026 года;Публикация расписания: ожидается в октябре 2026 года;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/341;I;международные отношения и глобалистика;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Московский государственный университет имени М. В. Ломоносова; →; Факультет глобальных процессов МГУ";"olymp.msu.ru; ask@fgp.msu.ru";"Положение; →; Регламент; Положение об апелляциях";Олимпиада по комплексу предметов «международные отношения и глобалистика» проводится МГУ имени М. В. Ломоносова с 2009 года. Соревнование проходит в два этапа. .. Первый, отборочный, проводится заочно. Финал проходит в очном формате или дистанционно. Для успешного выполнения заданий участники должны разбираться в истории международных отношений и внешней политики России, знать особенности современных международных экономических и политических отношений, глобализации и ее влияния на различные сферы общественной жизни.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада школьников «Ломоносов»;https://olimpiada.ru/activity/341
5763;Олимпиада школьников «Ломоносов» по религиоведению;История;5–11 классы;5.0;11.0;Очно-заочная;Личная;7.2;Расписание не опубликовано;Расписание следующей олимпиады ожидается в октябре 2026 года;Публикация расписания: ожидается в октябре 2026 года;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/5763;II;религиоведение;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Московский государственный университет имени М. В. Ломоносова; →; Философский факультет МГУ";"olymp.msu.ru; olymp@lomonosov.msu.ru";"Положение; →; Регламент; Положение об апелляциях";На состязании школьники смогут продемонстрировать свои знания и эрудицию в области истории, обществознания, философии, социологии, психологии. Состязание проводится в два обязательных этапа. .. Первый, отборочный, этап проводится заочно. Финал проходит в очном формате или дистанционно.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада школьников «Ломоносов»;https://olimpiada.ru/activity/5763
5700;Олимпиада школьников «Путь к успеху» по истории;История;10–11 классы;10.0;11.0;Очно-заочная;Личная;6.9;Итоги опубликованы;"Опубликованы итоги; следующее соревнование ожидается в ноябре 2026 года";"Следующее соревнование: Опубликованы итоги; следующее соревнование ожидается в ноябре 2026 года";Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/5700;—;;Точное соответствие проекту РСОШ 2026/27 не найдено;https://rsr-olymp.ru/news/123;24.09.2026;"Магнитогорский государственный технический университет имени Г. И. Носова; →";"molimp.magtu.ru; fdp_magtu@mail.ru";"Положение; →";Олимпиада «Путь к успеху» по истории проводится в два тура. Отборочный тур проходит дистанционно, в нем участники решают тестовые задания разных типов и уровней сложности. В заключительном туре учащиеся защищают исследовательские проекты. .. Участвовать в соревновании могут все желающие школьники 10-11 классов и учащиеся 1-3 курсов средних профессиональных учреждений.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Многопрофильная олимпиада школьников «Путь к успеху»;https://olimpiada.ru/activity/5700
470;Открытая региональная межвузовская олимпиада школьников по истории;История;8–11 классы;8.0;11.0;Очно-заочная;Личная;7.4;Следующий цикл ожидается;Следующее соревнование начнется в октябре;Следующее соревнование: Следующее соревнование начнется в октябре;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/470;III;история;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Национальный исследовательский Томский государственный университет; →; Национальный исследовательский Томский политехнический университет; Томский государственный университет систем управления и радиоэлектроники; Сибирский государственный медицинской университет; Томский государственный архитектурно-строительный университет; Томский государственный педагогический университет";"abiturient.tsu.ru/...; ormo@mail.tsu.ru";"Положение; →; Регламент";;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Открытая региональная межвузовская олимпиада школьников;https://olimpiada.ru/activity/470
5440;Северо-Восточная олимпиада по истории;История;10–11 классы;10.0;11.0;Очно-заочная;Личная;6.8;Следующий цикл ожидается;Следующее соревнование начнется в ноябре 2026 года;Следующее соревнование: Следующее соревнование начнется в ноябре 2026 года;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/5440;—;;Этот профиль не найден в проекте РСОШ 2026/27;https://rsr-olymp.ru/news/123;24.09.2026;"Северо-Восточный федеральный университет имени М. К. Аммосова; →";"olympiadsvosh.s-vfu.ru/...; svosh.s-vfu@mail.ru";"Положение; →; Регламент";;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Северо-Восточная олимпиада;https://olimpiada.ru/activity/5440
5033;Международная музыкальная олимпиада по предмету «Теория и история музыки»;"История; Искусство";9–11 классы;9.0;11.0;Очная;Личная;6.1;Итоги опубликованы;"Опубликованы итоги; следующее соревнование ожидается в феврале 2027 года";"Следующее соревнование: Опубликованы итоги; следующее соревнование ожидается в феврале 2027 года";Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/5033;III;музыкальное искусство;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Нижегородская государственная консерватория (академия) им. М. И. Глинки (ННГК им. М. И. Глинки); →";"new.nnovcons.ru/...; nngk.olimpiada@yandex.ru";;;Личная | Участник самостоятельно выполняет задания | Очная | Для участия нужно прийти в заранее известное место проведения;Объединение: Международная музыкальная олимпиада;https://olimpiada.ru/activity/5033
206;Телевизионная гуманитарная олимпиада школьников «Умницы и умники»;"История; Литература; Обществознание; Право";10–11 классы;10.0;11.0;Очно-заочная;Личная;7.1;Следующий цикл ожидается;Следующая олимпиада начнется в сентябре 2026 года;Следующая олимпиада: Следующая олимпиада начнется в сентябре 2026 года;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/206;I;гуманитарные и социальные науки;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Московский государственный институт международных отношений; →; Студия Первого канала Центрального телевидения";"abiturient.mgimo.ru/...; olymp@inno.mgimo.ru";;Проходит в формате телеконкурса для учеников 10-11 классов, разбирающихся в областях отечественной и всемирной истории, отечественной и зарубежной литературы, современных обществоведческих наук. .. Регистрация и отбор участников начинаются с середины марта. Школьники, прошедшие отбор, приглашаются на олимпиаду. Эфиры конкурса выходят каждую субботу с сентября до июля. Выпуски телепередач;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Каталог /activities;https://olimpiada.ru/activity/206
5054;Всероссийская академическая олимпиада имени В.И. Вернадского по истории и обществознанию;"История; Обществознание";7–11 классы;7.0;11.0;Очно-заочная;Личная;8.8;Расписание не опубликовано;Расписание следующей олимпиады ожидается в октябре 2026 года;Публикация расписания: ожидается в октябре 2026 года;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/5054;I;гуманитарные и социальные науки;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Бурятский государственный университет имени Доржи Банзарова; Волгоградский институт бизнеса; Кемеровский государственный университет; Московский университет имени С.Ю. Витте; Российский новый университет; Санкт-Петербургский государственный экономический университет; Тамбовский государственный технический университет; Финансовый университет при Правительстве Российской Федерации; Ульяновский государственный университет";"vernadsky.online; vernadsky.info@gmail.com";"Положение и регламент; →; Материалы олимпиады";Олимпиада по профилю «гуманитарные и социальные науки» проходит по истории и обществознанию в два этапа: отборочный и заключительный. .. Отборочный этап проводится в различных формах: конкурс творческих работ, очные туры на региональных площадках и заочный этап. На последнем участники пишут эссе, ежегодно организаторами определяется новая тема работы. Заключительный этап проходит в очной форме на региональных площадках. Участники выполняют задания по истории и обществознанию.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Каталог /activities;https://olimpiada.ru/activity/5054
5661;Многопрофильная инженерная олимпиада «Звезда» по международным отношениям;"История; Обществознание";10–11 классы;10.0;11.0;Очно-заочная;Личная;7.2;Этап указан;Очный отборочный этап;"Интернет-тур отборочного этапа: 20 окт—22 дек
Очный отборочный этап: 5 ноя—22 дек";Опубликован;"Интернет-тур отборочного этапа
20 окт—22 дек
Очный отборочный этап
5 ноя—22 дек";Обновлено 17 сентября;https://olimpiada.ru/activity/5661;—;;Этот профиль не найден в проекте РСОШ 2026/27;https://rsr-olymp.ru/news/123;24.09.2026;"Южно-Уральский государственный университет; →; Союз машиностроителей России; Южно-Российский политехнический университет (НПИ) имени М. И. Платова";"zv.susu.ru/...; zv@susu.ru";"Положение и регламент; →";;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Многопрофильная инженерная олимпиада «Звезда»;https://olimpiada.ru/activity/5661
5005;Олимпиада МГИМО(У) МИД России для школьников;"История; Обществознание";7–11 классы;7.0;11.0;Очно-заочная;Личная;9.0;Следующий цикл ожидается;Следующее соревнование начнется в ноябре;Следующее соревнование: Следующее соревнование начнется в ноябре;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/5005;II;гуманитарные и социальные науки / международные отношения;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"МГИМО (У) МИД России; →";"olymp.mgimo.ru; olymp@inno.mgimo.ru";"Регламент; →";МГИМО(У) МИД России совместно с редакцией «Российской газеты» проводят олимпиаду для школьников 7-11 классов по профилю «гуманитарные и социальные науки». Соревнование проходит в два этапа: дистанционный отборочный и очный заключительный. .. Во время первого этапа участникам нужно подготовить эссе на тему, связанную с актуальными проблемами международных отношений. Финал проводится в два тура. Тех, кто смог защитить свое эссе на собеседовании с жюри, пригласят написать работу по всему комплексу предметов и профилей олимпиады.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Каталог /activities;https://olimpiada.ru/activity/5005
5415;Олимпиада РАНХиГС по политологии;"История; Обществознание";8–11 классы;8.0;11.0;Очно-заочная;Личная;8.3;Регистрация открыта;Отборочный этап стартует 20 октября. Регистрация открыта;"Отборочный этап: 20 окт—18 ноя
Регистрация: До 18 ноя";Опубликован;"Отборочный этап
20 окт—18 ноя
Регистрация
До 18 ноя";Обновлено 10 сентября;https://olimpiada.ru/activity/5415;II;политология;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Российская академия народного хозяйства и государственной службы при президенте РФ; →";"ranepa.ru/...; olymp@ranepa.ru";"Положение; →";Олимпиада по политологии проходит для всех желающих учащихся 8-11 классов в два этапа: отборочный и заключительный. .. Отборочный этап проводится в заочном формате. Участники, успешно выполнившие задания, приглашаются на заключительный этап. Финал проходит очно в филиалах РАНХиГС в Москве и регионах России.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада РАНХиГС;https://olimpiada.ru/activity/5415
